occupancy_rate_at_booking,days_until_event,days_since_created,base_price,rule_based_multiplier,historical_adjustment,final_multiplier,purchase_price
0.09,12,61,1000,0.87,0.105,0.98,980.0
0.37,22,27,1000,1.09,0.042,1.13,1130.0
0.96,6,63,1000,1.65,-0.058,1.59,1590.0
0.96,5,12,1000,1.67,-0.032,1.63,1630.0
0.34,22,42,1000,1.07,-0.009,1.06,1060.0
0.85,18,51,1000,1.5,-0.073,1.43,1430.0
0.51,9,63,1000,1.24,0.034,1.28,1280.0
0.27,13,66,1000,1.02,-0.049,0.97,970.0
0.25,38,32,1000,0.98,-0.071,0.91,910.0
0.12,21,20,1000,0.88,0.045,0.92,920.0
0.25,21,64,1000,0.99,0.033,1.02,1020.0
0.62,37,66,1000,1.29,0.104,1.4,1400.0
0.88,18,49,1000,1.53,-0.035,1.49,1490.0
0.77,50,6,1000,1.42,0.077,1.49,1490.0
0.06,17,44,1000,0.83,0.058,0.89,890.0
0.61,59,70,1000,1.28,0.081,1.36,1360.0
0.47,43,18,1000,1.16,-0.018,1.15,1150.0
0.98,15,50,1000,1.62,-0.062,1.56,1560.0
0.16,33,21,1000,0.9,0.056,0.96,960.0
0.66,23,79,1000,1.34,0.111,1.45,1450.0
0.64,58,11,1000,1.3,0.106,1.41,1410.0
0.31,50,21,1000,1.03,-0.031,0.99,990.0
0.92,54,2,1000,1.54,0.114,1.66,1660.0
0.41,12,59,1000,1.14,-0.042,1.1,1100.0
0.15,38,82,1000,0.89,0.075,0.97,970.0
0.58,36,63,1000,1.26,0.046,1.31,1310.0
0.73,48,62,1000,1.38,-0.017,1.37,1370.0
0.24,48,89,1000,0.97,-0.02,0.95,950.0
0.18,11,66,1000,0.95,-0.038,0.91,910.0
0.25,44,54,1000,0.98,0.018,0.99,990.0
0.79,11,70,1000,1.47,0.014,1.49,1490.0
0.74,39,39,1000,1.39,0.107,1.5,1500.0
0.39,47,33,1000,1.09,0.089,1.18,1180.0
0.77,19,26,1000,1.43,-0.047,1.39,1390.0
0.72,23,69,1000,1.39,-0.071,1.32,1320.0
0.17,28,82,1000,0.92,0.009,0.92,920.0
0.65,13,7,1000,1.35,0.013,1.36,1360.0
0.4,51,75,1000,1.1,-0.044,1.06,1060.0
0.97,13,76,1000,1.62,-0.072,1.55,1550.0
0.95,6,9,1000,1.64,0.039,1.68,1680.0
0.26,23,35,1000,1.0,0.111,1.11,1110.0
0.39,26,73,1000,1.1,-0.008,1.1,1100.0
0.09,37,45,1000,0.84,0.028,0.87,870.0
0.09,35,68,1000,0.84,0.016,0.86,860.0
0.14,56,55,1000,0.88,-0.001,0.88,880.0
0.19,5,29,1000,1.01,-0.047,0.96,960.0
0.19,7,4,1000,0.99,-0.037,0.95,950.0
0.47,28,76,1000,1.17,-0.064,1.11,1110.0
0.1,30,66,1000,0.85,0.05,0.9,900.0
0.74,52,78,1000,1.39,0.057,1.45,1450.0
0.29,32,25,1000,1.01,-0.07,0.94,940.0
0.68,1,37,1000,1.63,0.042,1.67,1670.0
0.6,49,28,1000,1.27,0.095,1.37,1370.0
0.12,7,58,1000,0.93,-0.015,0.91,910.0
0.21,38,68,1000,0.94,0.095,1.04,1040.0
0.53,55,19,1000,1.21,-0.01,1.2,1200.0
0.33,3,14,1000,1.18,0.108,1.29,1290.0
0.72,27,42,1000,1.38,0.113,1.5,1500.0
0.9,37,37,1000,1.53,0.016,1.55,1550.0
0.4,16,2,1000,1.13,-0.061,1.06,1060.0
0.27,34,57,1000,1.0,-0.07,0.93,930.0
0.39,22,79,1000,1.11,0.075,1.18,1180.0
0.68,50,83,1000,1.34,-0.028,1.31,1310.0
0.55,23,74,1000,1.24,-0.047,1.2,1200.0
0.21,27,8,1000,0.95,0.061,1.01,1010.0
0.7,15,63,1000,1.38,-0.009,1.37,1370.0
0.32,50,43,1000,1.03,0.039,1.07,1070.0
0.39,21,34,1000,1.11,0.091,1.2,1200.0
0.92,41,31,1000,1.55,-0.056,1.49,1490.0
0.14,13,90,1000,0.91,0.045,0.96,960.0
0.84,55,14,1000,1.47,0.027,1.5,1500.0
0.62,19,22,1000,1.31,0.054,1.36,1360.0
0.26,43,21,1000,0.98,0.038,1.02,1020.0
0.76,12,45,1000,1.44,0.044,1.49,1490.0
0.95,49,41,1000,1.57,0.072,1.64,1640.0
0.12,46,76,1000,0.86,0.009,0.87,870.0
0.11,10,66,1000,0.9,0.074,0.97,970.0
0.61,22,1,1000,1.29,0.076,1.37,1370.0
0.89,41,32,1000,1.52,0.081,1.6,1600.0
0.97,29,69,1000,1.59,-0.064,1.53,1530.0
0.98,33,40,1000,1.6,0.021,1.62,1620.0
0.39,35,89,1000,1.1,0.029,1.13,1130.0
0.5,21,55,1000,1.2,-0.019,1.18,1180.0
0.06,38,74,1000,0.82,-0.032,0.78,780.0
0.48,9,81,1000,1.22,0.036,1.25,1250.0
0.36,24,65,1000,1.08,-0.031,1.05,1050.0
0.95,46,65,1000,1.57,-0.053,1.52,1520.0
0.4,35,67,1000,1.11,0.044,1.15,1150.0
0.25,42,60,1000,0.98,0.045,1.02,1020.0
0.89,60,30,1000,1.52,0.018,1.53,1530.0
0.52,10,4,1000,1.25,0.111,1.36,1360.0
0.28,10,79,1000,1.04,-0.07,0.97,970.0
0.46,41,90,1000,1.16,-0.058,1.1,1100.0
0.11,15,44,1000,0.88,-0.015,0.87,870.0
0.27,53,21,1000,0.99,-0.027,0.96,960.0
0.67,7,23,1000,1.39,-0.069,1.33,1330.0
0.23,57,59,1000,0.96,0.007,0.96,960.0
0.84,59,66,1000,1.47,-0.057,1.42,1420.0
0.68,50,49,1000,1.34,0.014,1.35,1350.0
0.56,33,58,1000,1.24,-0.021,1.22,1220.0
0.22,33,74,1000,0.95,0.053,1.01,1010.0
0.73,35,49,1000,1.39,-0.062,1.32,1320.0
0.8,20,69,1000,1.46,-0.023,1.44,1440.0
0.53,20,16,1000,1.23,0.066,1.3,1300.0
0.82,2,87,1000,1.65,-0.079,1.57,1570.0
0.19,35,5,1000,0.93,-0.077,0.85,850.0
0.23,47,2,1000,0.96,0.018,0.98,980.0
0.26,23,11,1000,1.0,-0.033,0.96,960.0
0.77,50,62,1000,1.42,-0.024,1.39,1390.0
0.92,28,70,1000,1.55,0.12,1.67,1670.0
0.27,28,27,1000,1.0,0.104,1.1,1100.0
0.6,46,60,1000,1.27,0.02,1.29,1290.0
0.09,31,54,1000,0.85,0.011,0.86,860.0
0.3,50,22,1000,1.02,0.086,1.1,1100.0
0.2,60,59,1000,0.93,-0.068,0.86,860.0
0.64,11,8,1000,1.34,-0.007,1.34,1340.0
0.12,58,79,1000,0.86,-0.02,0.84,840.0
0.21,37,76,1000,0.94,0.014,0.96,960.0
0.37,34,15,1000,1.08,-0.048,1.03,1030.0
0.71,46,54,1000,1.37,0.111,1.48,1480.0
0.08,35,18,1000,0.83,0.05,0.88,880.0
0.08,18,78,1000,0.85,0.049,0.9,900.0
0.4,43,78,1000,1.1,0.03,1.13,1130.0
0.42,8,46,1000,1.17,0.038,1.21,1210.0
0.8,4,46,1000,1.55,0.105,1.66,1660.0
0.15,18,57,1000,0.91,-0.062,0.85,850.0
0.12,5,38,1000,0.95,0.067,1.02,1020.0
0.7,1,33,1000,1.65,0.086,1.73,1730.0
0.76,30,62,1000,1.42,0.099,1.51,1510.0
0.78,42,26,1000,1.43,-0.018,1.41,1410.0
0.76,58,18,1000,1.41,0.006,1.41,1410.0
0.5,59,6,1000,1.19,-0.049,1.14,1140.0
0.07,19,10,1000,0.84,0.058,0.9,900.0
0.52,26,90,1000,1.21,0.103,1.32,1320.0
0.3,41,29,1000,1.02,0.061,1.08,1080.0
0.09,44,81,1000,0.84,-0.055,0.79,790.0
0.28,30,50,1000,1.01,0.11,1.12,1120.0
0.33,9,11,1000,1.09,0.077,1.17,1170.0
0.97,15,4,1000,1.61,-0.017,1.59,1590.0
0.1,15,31,1000,0.87,0.057,0.93,930.0
0.76,50,5,1000,1.41,0.016,1.42,1420.0
0.89,8,50,1000,1.57,-0.009,1.56,1560.0
0.8,1,49,1000,1.73,0.083,1.81,1810.0
0.59,6,50,1000,1.34,-0.06,1.28,1280.0
0.57,34,2,1000,1.25,0.115,1.37,1370.0
0.33,42,13,1000,1.04,0.049,1.09,1090.0
0.21,47,44,1000,0.94,0.025,0.97,970.0
0.13,54,2,1000,0.87,0.048,0.92,920.0
0.87,5,74,1000,1.59,-0.029,1.56,1560.0
0.44,44,4,1000,1.14,0.06,1.2,1200.0
0.11,5,83,1000,0.94,0.077,1.02,1020.0
0.91,0,22,1000,2.12,0.006,2.13,2130.0
0.86,46,83,1000,1.49,0.081,1.57,1570.0
0.34,52,49,1000,1.05,-0.01,1.04,1040.0
0.43,53,40,1000,1.13,0.092,1.22,1220.0
0.45,26,45,1000,1.15,0.022,1.18,1180.0
0.06,41,10,1000,0.82,0.073,0.89,890.0
0.38,8,77,1000,1.14,0.066,1.21,1210.0
0.14,27,85,1000,0.89,0.103,0.99,990.0
0.74,44,42,1000,1.39,0.007,1.4,1400.0
0.77,33,70,1000,1.42,0.036,1.46,1460.0
0.72,15,59,1000,1.4,0.062,1.46,1460.0
0.89,10,9,1000,1.56,0.064,1.63,1630.0
0.23,33,77,1000,0.96,0.007,0.97,970.0
0.35,11,34,1000,1.1,-0.052,1.05,1050.0
0.35,49,7,1000,1.06,0.026,1.09,1090.0
0.83,1,67,1000,1.76,0.087,1.84,1840.0
0.34,53,79,1000,1.05,-0.059,0.99,990.0
0.37,59,42,1000,1.07,0.064,1.14,1140.0
0.41,16,79,1000,1.13,-0.069,1.06,1060.0
0.62,53,27,1000,1.29,-0.028,1.26,1260.0
0.17,11,52,1000,0.94,-0.018,0.93,930.0
0.2,21,26,1000,0.95,-0.009,0.94,940.0
0.95,26,70,1000,1.58,-0.009,1.57,1570.0
0.32,12,6,1000,1.07,0.047,1.12,1120.0
0.68,5,4,1000,1.43,0.082,1.51,1510.0
0.71,43,3,1000,1.37,0.075,1.44,1440.0
0.29,39,3,1000,1.01,-0.007,1.0,1000.0
0.9,53,23,1000,1.53,0.026,1.55,1550.0
0.15,51,5,1000,0.89,0.052,0.94,940.0
0.16,41,86,1000,0.9,0.038,0.94,940.0
0.15,29,53,1000,0.9,0.114,1.01,1010.0
0.24,31,22,1000,0.97,-0.024,0.95,950.0
0.82,17,51,1000,1.48,0.013,1.49,1490.0
0.67,11,43,1000,1.37,0.083,1.45,1450.0
0.97,10,63,1000,1.63,0.053,1.68,1680.0
0.36,32,11,1000,1.07,0.117,1.19,1190.0
0.22,30,38,1000,0.96,0.068,1.02,1020.0
0.87,36,83,1000,1.51,0.039,1.54,1540.0
0.43,33,7,1000,1.13,0.095,1.23,1230.0
0.57,50,43,1000,1.25,-0.059,1.19,1190.0
0.84,37,13,1000,1.48,-0.072,1.41,1410.0
0.53,46,3,1000,1.21,0.019,1.23,1230.0
0.75,31,53,1000,1.41,-0.027,1.38,1380.0
0.98,22,70,1000,1.61,0.077,1.69,1690.0
0.87,59,78,1000,1.5,0.079,1.58,1580.0
0.46,5,74,1000,1.24,0.069,1.31,1310.0
0.95,25,55,1000,1.58,-0.077,1.5,1500.0
0.19,45,1,1000,0.92,0.072,1.0,1000.0
0.2,38,54,1000,0.94,0.036,0.97,970.0
0.69,58,46,1000,1.35,-0.038,1.31,1310.0
0.89,51,73,1000,1.52,-0.026,1.49,1490.0
0.42,41,73,1000,1.12,0.102,1.22,1220.0
0.46,59,74,1000,1.15,-0.005,1.15,1150.0
0.4,37,44,1000,1.11,-0.056,1.05,1050.0
0.86,58,6,1000,1.49,0.102,1.59,1590.0
0.7,8,30,1000,1.41,0.068,1.48,1480.0
0.65,52,49,1000,1.31,0.1,1.41,1410.0
0.84,8,57,1000,1.53,-0.022,1.51,1510.0
0.24,51,42,1000,0.97,0.019,0.98,980.0
0.15,19,63,1000,0.91,-0.002,0.91,910.0
0.15,57,88,1000,0.89,0.115,1.0,1000.0
0.35,2,65,1000,1.25,0.085,1.33,1330.0
0.39,33,48,1000,1.1,0.02,1.12,1120.0
0.33,31,51,1000,1.05,-0.052,1.0,1000.0
0.84,17,23,1000,1.5,-0.048,1.45,1450.0
0.97,55,23,1000,1.59,0.111,1.7,1700.0
0.67,46,87,1000,1.33,-0.067,1.27,1270.0
0.72,39,18,1000,1.38,-0.038,1.34,1340.0
0.76,58,33,1000,1.41,0.07,1.48,1480.0
0.91,37,44,1000,1.54,0.002,1.54,1540.0
0.82,26,31,1000,1.47,-0.057,1.41,1410.0
0.93,59,47,1000,1.55,0.054,1.6,1600.0
0.62,39,81,1000,1.29,0.117,1.41,1410.0
0.14,33,2,1000,0.89,0.011,0.9,900.0
0.94,11,12,1000,1.6,-0.051,1.55,1550.0
0.41,6,21,1000,1.18,0.075,1.26,1260.0
0.78,54,23,1000,1.42,0.081,1.51,1510.0
0.7,46,74,1000,1.36,-0.045,1.31,1310.0
0.64,43,75,1000,1.31,0.052,1.36,1360.0
0.52,16,15,1000,1.23,-0.078,1.15,1150.0
0.97,0,89,1000,2.17,0.09,2.26,2260.0
0.98,30,26,1000,1.6,0.021,1.62,1620.0
0.48,41,81,1000,1.17,-0.014,1.16,1160.0
0.18,31,49,1000,0.92,0.001,0.92,920.0
0.37,18,2,1000,1.1,0.034,1.13,1130.0
0.25,16,34,1000,1.0,0.085,1.08,1080.0
0.16,14,32,1000,0.93,-0.013,0.91,910.0
0.63,13,50,1000,1.33,0.029,1.36,1360.0
0.95,47,40,1000,1.57,0.012,1.58,1580.0
0.67,29,87,1000,1.34,-0.019,1.32,1320.0
0.39,3,16,1000,1.23,0.088,1.32,1320.0
0.79,9,2,1000,1.48,-0.028,1.45,1450.0
0.86,23,46,1000,1.51,0.024,1.53,1530.0
0.58,43,30,1000,1.26,-0.047,1.21,1210.0
0.43,43,48,1000,1.13,0.085,1.21,1210.0
0.56,23,46,1000,1.25,0.095,1.35,1350.0
0.76,59,37,1000,1.41,-0.029,1.38,1380.0
0.61,8,41,1000,1.34,0.103,1.44,1440.0
0.28,5,64,1000,1.09,-0.068,1.02,1020.0
0.13,28,50,1000,0.88,-0.023,0.86,860.0
0.48,52,72,1000,1.17,0.062,1.23,1230.0
0.59,32,2,1000,1.27,-0.03,1.24,1240.0
0.13,14,14,1000,0.9,-0.069,0.83,830.0
0.11,0,85,1000,1.44,0.077,1.52,1520.0
0.84,19,19,1000,1.49,0.016,1.51,1510.0
0.31,17,2,1000,1.05,-0.05,1.0,1000.0
0.6,58,31,1000,1.27,-0.034,1.24,1240.0
0.44,15,5,1000,1.16,-0.056,1.11,1110.0
0.66,11,22,1000,1.36,0.107,1.47,1470.0
0.85,23,30,1000,1.5,-0.025,1.47,1470.0
0.77,25,77,1000,1.43,-0.071,1.36,1360.0
0.61,9,61,1000,1.33,0.083,1.41,1410.0
0.26,10,63,1000,1.03,-0.048,0.98,980.0
0.24,28,64,1000,0.97,-0.02,0.95,950.0
0.38,31,50,1000,1.09,-0.047,1.04,1040.0
0.45,24,53,1000,1.16,0.006,1.16,1160.0
0.4,16,74,1000,1.13,0.051,1.18,1180.0
0.78,0,61,1000,2.01,-0.071,1.94,1940.0
0.73,4,25,1000,1.49,-0.065,1.43,1430.0
0.36,50,17,1000,1.07,-0.01,1.06,1060.0
0.75,28,62,1000,1.41,0.012,1.42,1420.0
0.39,22,84,1000,1.11,0.017,1.12,1120.0
0.89,38,20,1000,1.52,-0.034,1.49,1490.0
0.28,5,45,1000,1.09,0.102,1.19,1190.0
0.17,46,58,1000,0.91,-0.069,0.84,840.0
0.05,23,50,1000,0.82,0.112,0.93,930.0
0.18,22,33,1000,0.93,0.111,1.04,1040.0
0.37,37,64,1000,1.08,0.075,1.15,1150.0
0.39,16,74,1000,1.12,0.065,1.18,1180.0
0.3,44,59,1000,1.02,-0.016,1.0,1000.0
0.61,48,5,1000,1.28,0.037,1.32,1320.0
0.83,20,62,1000,1.48,0.052,1.54,1540.0
0.8,22,84,1000,1.46,-0.038,1.42,1420.0
0.65,19,75,1000,1.33,0.067,1.4,1400.0
0.64,60,27,1000,1.3,-0.074,1.23,1230.0
0.3,7,84,1000,1.08,0.08,1.16,1160.0
0.79,35,19,1000,1.44,0.093,1.53,1530.0
0.61,31,68,1000,1.29,-0.076,1.21,1210.0
0.23,48,30,1000,0.96,0.003,0.96,960.0
0.28,33,36,1000,1.01,0.095,1.1,1100.0
0.26,9,29,1000,1.03,0.003,1.03,1030.0
0.21,46,20,1000,0.94,-0.074,0.87,870.0
0.87,31,63,1000,1.51,-0.035,1.47,1470.0
0.5,54,22,1000,1.19,0.113,1.3,1300.0
0.11,40,21,1000,0.86,0.031,0.89,890.0
0.19,5,31,1000,1.01,0.114,1.13,1130.0
0.79,11,49,1000,1.47,0.022,1.49,1490.0
0.48,50,12,1000,1.17,0.037,1.21,1210.0
0.33,53,3,1000,1.04,0.091,1.13,1130.0
0.47,28,53,1000,1.17,-0.02,1.15,1150.0
0.61,9,64,1000,1.33,0.055,1.38,1380.0
0.68,53,25,1000,1.34,0.054,1.39,1390.0
0.53,37,66,1000,1.22,-0.021,1.2,1200.0
0.98,47,56,1000,1.6,0.003,1.6,1600.0
0.76,16,33,1000,1.43,0.022,1.45,1450.0
0.49,28,24,1000,1.19,0.081,1.27,1270.0
0.41,39,76,1000,1.11,0.078,1.19,1190.0
0.46,23,88,1000,1.17,0.044,1.21,1210.0
0.4,22,74,1000,1.12,0.04,1.16,1160.0
0.68,52,60,1000,1.34,0.005,1.34,1340.0
0.49,22,30,1000,1.19,0.082,1.27,1270.0
0.57,33,73,1000,1.25,0.067,1.32,1320.0
0.54,39,28,1000,1.22,-0.052,1.17,1170.0
0.81,52,78,1000,1.45,0.101,1.55,1550.0
0.05,0,22,1000,1.39,0.075,1.47,1470.0
0.1,26,46,1000,0.86,0.073,0.93,930.0
0.4,26,48,1000,1.11,0.02,1.13,1130.0
0.56,48,25,1000,1.24,0.014,1.25,1250.0
0.13,55,85,1000,0.87,0.047,0.92,920.0
0.85,26,85,1000,1.49,-0.011,1.48,1480.0
0.85,36,67,1000,1.49,-0.036,1.45,1450.0
0.39,55,38,1000,1.09,-0.033,1.06,1060.0
0.08,10,43,1000,0.87,0.105,0.98,980.0
0.36,30,74,1000,1.08,0.068,1.14,1140.0
0.66,10,43,1000,1.37,0.039,1.4,1400.0
0.52,44,32,1000,1.21,0.068,1.27,1270.0
0.89,26,48,1000,1.53,0.02,1.55,1550.0
0.45,0,77,1000,1.73,-0.02,1.71,1710.0
0.99,0,42,1000,2.19,0.084,2.28,2280.0
0.32,41,41,1000,1.04,-0.013,1.02,1020.0
0.16,56,35,1000,0.9,0.003,0.9,900.0
0.71,40,14,1000,1.37,0.027,1.4,1400.0
0.44,1,51,1000,1.42,-0.024,1.4,1400.0
0.29,57,8,1000,1.01,0.078,1.08,1080.0
0.52,48,2,1000,1.2,0.003,1.21,1210.0
0.39,15,31,1000,1.12,0.065,1.18,1180.0
0.88,12,53,1000,1.54,0.117,1.66,1660.0
0.48,15,56,1000,1.2,0.035,1.23,1230.0
0.43,50,81,1000,1.13,-0.059,1.07,1070.0
0.71,12,22,1000,1.4,-0.022,1.38,1380.0
0.62,21,71,1000,1.3,0.054,1.36,1360.0
0.68,53,33,1000,1.34,0.074,1.41,1410.0
0.77,29,74,1000,1.42,-0.027,1.4,1400.0
0.41,45,20,1000,1.11,0.021,1.13,1130.0
0.2,32,27,1000,0.94,-0.041,0.9,900.0
0.88,8,75,1000,1.56,-0.045,1.52,1520.0
0.36,55,53,1000,1.07,0.091,1.16,1160.0
0.58,40,46,1000,1.26,0.082,1.34,1340.0
0.66,12,73,1000,1.36,0.089,1.45,1450.0
0.15,31,46,1000,0.9,0.06,0.96,960.0
0.72,12,71,1000,1.41,-0.077,1.33,1330.0
0.1,1,72,1000,1.14,-0.074,1.06,1060.0
0.13,44,45,1000,0.87,0.08,0.95,950.0
0.07,30,3,1000,0.83,-0.012,0.82,820.0
0.45,44,37,1000,1.15,0.019,1.16,1160.0
0.22,13,3,1000,0.98,0.052,1.03,1030.0
0.63,39,35,1000,1.3,-0.075,1.23,1230.0
0.81,19,54,1000,1.47,-0.07,1.4,1400.0
0.75,37,33,1000,1.4,-0.007,1.4,1400.0
0.4,47,30,1000,1.1,-0.073,1.03,1030.0
0.18,40,72,1000,0.92,0.092,1.01,1010.0
0.56,51,55,1000,1.24,-0.01,1.23,1230.0
0.57,57,7,1000,1.24,0.072,1.32,1320.0
0.36,46,73,1000,1.07,0.055,1.12,1120.0
0.65,9,43,1000,1.36,0.007,1.37,1370.0
0.76,57,84,1000,1.41,0.112,1.52,1520.0
0.57,16,5,1000,1.27,-0.064,1.21,1210.0
0.42,24,33,1000,1.13,-0.048,1.08,1080.0
0.96,24,58,1000,1.59,0.063,1.65,1650.0
0.74,53,71,1000,1.39,-0.041,1.35,1350.0
0.24,51,77,1000,0.97,0.082,1.05,1050.0
0.21,50,24,1000,0.94,-0.071,0.87,870.0
0.16,14,61,1000,0.93,0.0,0.93,930.0
0.1,30,59,1000,0.85,0.071,0.92,920.0
0.8,56,74,1000,1.44,0.084,1.52,1520.0
0.26,30,52,1000,0.99,0.081,1.07,1070.0
0.31,44,87,1000,1.03,-0.055,0.97,970.0
0.6,48,12,1000,1.27,0.071,1.34,1340.0
0.93,53,31,1000,1.55,-0.072,1.48,1480.0
0.36,4,6,1000,1.18,0.09,1.27,1270.0
0.25,56,6,1000,0.97,0.106,1.08,1080.0
0.43,50,53,1000,1.13,0.099,1.23,1230.0
0.95,50,57,1000,1.57,0.077,1.65,1650.0
0.41,1,28,1000,1.4,-0.067,1.33,1330.0
0.47,29,89,1000,1.17,0.08,1.25,1250.0
0.98,26,45,1000,1.61,-0.08,1.53,1530.0
0.12,48,63,1000,0.86,0.118,0.98,980.0
0.81,23,75,1000,1.46,-0.078,1.39,1390.0
0.65,8,61,1000,1.37,0.074,1.44,1440.0
0.09,1,7,1000,1.13,0.059,1.19,1190.0
0.43,8,43,1000,1.18,-0.05,1.13,1130.0
0.66,39,15,1000,1.33,-0.059,1.27,1270.0
0.26,25,9,1000,0.99,0.038,1.03,1030.0
0.78,3,73,1000,1.56,0.088,1.65,1650.0
0.39,50,65,1000,1.09,0.026,1.12,1120.0
0.37,12,89,1000,1.11,-0.034,1.08,1080.0
0.66,25,83,1000,1.33,0.108,1.44,1440.0
0.83,3,88,1000,1.61,0.053,1.66,1660.0
0.76,36,63,1000,1.41,0.025,1.44,1440.0
0.12,5,64,1000,0.95,-0.075,0.88,880.0
0.43,28,47,1000,1.14,-0.012,1.12,1120.0
0.81,19,38,1000,1.47,0.085,1.55,1550.0
0.75,57,36,1000,1.4,-0.059,1.34,1340.0
0.82,22,49,1000,1.47,0.006,1.48,1480.0
0.19,30,65,1000,0.93,0.038,0.97,970.0
0.51,19,43,1000,1.21,0.063,1.28,1280.0
0.25,29,52,1000,0.98,0.113,1.1,1100.0
0.19,24,42,1000,0.94,-0.074,0.86,860.0
0.29,2,22,1000,1.2,0.119,1.32,1320.0
0.83,14,85,1000,1.5,0.006,1.5,1500.0
0.36,40,70,1000,1.07,0.103,1.17,1170.0
0.12,57,48,1000,0.86,0.0,0.86,860.0
0.27,13,43,1000,1.02,-0.002,1.02,1020.0
0.88,31,80,1000,1.52,0.026,1.54,1540.0
0.53,18,67,1000,1.23,0.1,1.33,1330.0
0.15,52,54,1000,0.89,0.046,0.93,930.0
0.27,36,21,1000,1.0,0.06,1.06,1060.0
0.36,59,68,1000,1.07,-0.059,1.01,1010.0
0.61,46,64,1000,1.28,0.023,1.3,1300.0
0.43,41,67,1000,1.13,0.103,1.23,1230.0
0.38,2,53,1000,1.27,-0.042,1.23,1230.0
0.88,32,33,1000,1.52,0.011,1.53,1530.0
0.73,16,24,1000,1.41,-0.079,1.33,1330.0
0.46,53,6,1000,1.15,-0.069,1.08,1080.0
0.73,54,60,1000,1.38,-0.028,1.35,1350.0
0.61,7,82,1000,1.34,-0.004,1.34,1340.0
0.15,21,22,1000,0.9,-0.015,0.89,890.0
0.67,51,54,1000,1.33,0.077,1.41,1410.0
0.31,51,89,1000,1.03,0.002,1.03,1030.0
0.91,57,12,1000,1.53,-0.003,1.53,1530.0
0.85,31,66,1000,1.49,0.061,1.55,1550.0
0.14,1,4,1000,1.17,0.078,1.25,1250.0
0.52,6,70,1000,1.28,-0.075,1.2,1200.0
0.56,13,87,1000,1.27,-0.008,1.26,1260.0
0.51,48,4,1000,1.2,-0.021,1.17,1170.0
0.72,11,89,1000,1.41,0.031,1.44,1440.0
0.23,53,36,1000,0.96,-0.02,0.94,940.0
0.42,55,23,1000,1.12,-0.074,1.04,1040.0
0.32,40,57,1000,1.04,0.008,1.04,1040.0
0.71,15,45,1000,1.39,0.033,1.42,1420.0
0.29,22,19,1000,1.02,0.097,1.12,1120.0
0.56,55,1,1000,1.24,0.114,1.35,1350.0
0.16,35,31,1000,0.9,-0.053,0.85,850.0
0.96,32,18,1000,1.58,0.037,1.62,1620.0
0.12,0,80,1000,1.45,0.072,1.52,1520.0
0.23,28,50,1000,0.97,-0.014,0.95,950.0
0.11,54,4,1000,0.85,0.007,0.86,860.0
0.52,17,36,1000,1.23,-0.028,1.2,1200.0
0.5,34,86,1000,1.19,0.087,1.28,1280.0
0.44,17,1,1000,1.16,-0.066,1.09,1090.0
0.39,12,14,1000,1.13,-0.058,1.07,1070.0
0.46,54,43,1000,1.15,-0.026,1.13,1130.0
0.18,6,30,1000,0.99,0.019,1.01,1010.0
0.43,7,59,1000,1.19,-0.064,1.13,1130.0
0.29,49,48,1000,1.01,-0.015,0.99,990.0
0.17,0,73,1000,1.49,0.098,1.59,1590.0
0.44,34,34,1000,1.14,0.034,1.17,1170.0
0.16,4,70,1000,1.01,0.099,1.11,1110.0
0.47,10,81,1000,1.2,0.044,1.25,1250.0
0.68,31,45,1000,1.35,0.022,1.37,1370.0
0.21,12,43,1000,0.97,0.1,1.07,1070.0
0.3,51,22,1000,1.02,0.063,1.08,1080.0
0.66,15,57,1000,1.35,0.035,1.38,1380.0
0.16,1,87,1000,1.19,0.01,1.2,1200.0
0.72,45,42,1000,1.38,0.029,1.4,1400.0
0.56,16,4,1000,1.26,-0.07,1.19,1190.0
0.7,58,56,1000,1.36,-0.016,1.34,1340.0
0.16,38,40,1000,0.9,-0.006,0.9,900.0
0.28,6,32,1000,1.07,-0.015,1.06,1060.0
0.06,46,10,1000,0.81,0.074,0.89,890.0
0.68,5,50,1000,1.43,-0.052,1.38,1380.0
0.09,26,39,1000,0.85,0.078,0.93,930.0
0.17,32,83,1000,0.91,-0.051,0.86,860.0
0.42,42,2,1000,1.12,0.098,1.22,1220.0
0.16,14,12,1000,0.93,0.035,0.96,960.0
0.98,35,44,1000,1.6,0.005,1.6,1600.0
0.68,11,5,1000,1.38,-0.02,1.36,1360.0
0.59,16,9,1000,1.29,-0.03,1.26,1260.0
0.17,58,15,1000,0.9,-0.073,0.83,830.0
0.66,19,13,1000,1.34,-0.069,1.27,1270.0
0.54,49,10,1000,1.22,0.067,1.29,1290.0
0.2,15,40,1000,0.96,0.012,0.97,970.0
0.48,55,65,1000,1.17,0.006,1.17,1170.0
0.95,30,66,1000,1.58,-0.046,1.53,1530.0
0.35,56,25,1000,1.06,0.06,1.12,1120.0
0.45,44,7,1000,1.15,0.01,1.16,1160.0
0.69,29,10,1000,1.36,0.081,1.44,1440.0
0.42,60,89,1000,1.12,0.022,1.14,1140.0
0.97,15,50,1000,1.61,-0.042,1.57,1570.0
0.88,6,17,1000,1.58,0.094,1.68,1680.0
0.55,22,70,1000,1.24,0.089,1.33,1330.0
0.33,54,49,1000,1.04,0.04,1.08,1080.0
0.85,7,30,1000,1.55,0.105,1.65,1650.0
